n	k	approx	t_approx	exact	t_exact
26	23	0.735950204630851	424	0.7363800370154289	42005
26	24	0.8032621665734982	408	0.8037983569820796	40169
26	25	0.8851328150046395	440	0.8858232113513982	58369
26	26	1.0	519	1.0	86421
27	1	0.03692693631092403	367	0.037037037037037035	1174
27	2	0.05615559364818623	362	0.05626780626780627	1353
27	3	0.0758969030252461	360	0.07601139601139602	4801
27	4	0.09618289474612896	339	0.09629985754985755	8178
27	5	0.11704893996653443	348	0.11716858664684751	8865
27	6	0.13853425661382013	375	0.13865683028726508	8842
27	7	0.16068251849096238	369	0.16080829683314155	6815
27	8	0.1835425946307917	371	0.1836718967425489	15943
27	9	0.20716945482350713	398	0.20730264988846225	13861
27	10	0.23162528963680273	393	0.23176280796074847	17317
27	11	0.25698091088583164	360	0.257123258148234	11879
27	12	0.2833175240658441	378	0.28346529997113856	20389
27	13	0.31072900204277254	343	0.3108829251033399	15309
27	14	0.339324846431011	382	0.3394857874615533	21262
27	15	0.3692341117085838	403	0.3694031399668767	22634
27	16	0.40061070860396675	407	0.400789156742368	30338
27	17	0.4336407367593835	350	0.43383029453892447	17820
27	18	0.46855289696698477	399	0.4687557503580858	32301
27	19	0.5056337510836822	388	0.5058527956231834	21362
27	20	0.5452509555544087	414	0.5454901363617711	44126
27	21	0.5878903349225902	381	0.5881552133565479	34086
27	22	0.6342186562649772	371	0.6345174045639207	30469
27	23	0.685198502974565	514	0.6855437530576088	38154
27	24	0.7423221204778553	619	0.7427345725101564	67754
27	25	0.8081683781761304	672	0.8086834597398335	81173
27	26	0.8881261193629092	368	0.8887901248749199	35406
27	27	1.0	499	1.0	90211
28	1	0.03561176974386038	374	0.03571428571428571	1334
28	2	0.05412839432843208	3768	0.05423280423280423	14343
28	3	0.07311970741479656	1185	0.0732261565594899	3497
28	4	0.09261418165645896	292	0.09272283272283273	37322
28	5	0.11264313582733854	151	0.11275417175417175	14713
28	6	0.1332411470978221	197	0.13335477458665865	12485
28	7	0.15444654357703702	185	0.15456299738908436	18783
28	8	0.17630199717439432	119	0.17642154544328456	16222
28	9	0.19885524306742552	86	0.19897819392988475	10535
28	10	0.2221599606574136	89	0.22228667061390173	22902
28	11	0.2462768629211527	89	0.24640774749678432	11397
28	12	0.2712750581759068	90	0.2714106056835002	15261
28	13	0.29723377305838017	88	0.2973745626107213	17687
28	14	0.3242445621519239	89	0.3243912875959585	18274
28	15	0.35241418508047495	90	0.35256768734506877	24816
28	16	0.38186841777523794	94	0.3820297294332326	35262
28	17	0.41275720170827035	89	0.4129276097071026	19860
28	18	0.44526176104937376	88	0.44544289722326996	17702
28	19	0.47960470536773747	97	0.47979868079036697	34084
28	20	0.5160648304886664	90	0.5162744415563099	33447
28	21	0.5549996444225533	92	0.5552287012969249	30454
28	22	0.5968812971709964	90	0.5971351711909906	34707
28	23	0.6423573923834393	90	0.6426439770362968	25759
28	24	0.6923622182502782	91	0.6926937157278276	40461
28	25	0.7483430657464916	308	0.7487394753240358	128263
28	26	0.8127989726615039	133	0.8132945354641256	43165
28	27	0.890946704475317	102	0.8915862578160605	41415
28	28	1.0	101	1.0	92558
29	1	0.034387070007256715	130	0.034482758620689655	1266
29	2	0.05224250791114449	94	0.05233990147783251	1074
29	3	0.07053873693548762	99	0.07063796144255914	1566
29	4	0.08930118011628885	87	0.08940237604030707	2330
29	5	0.10855770018355437	89	0.10866102479895583	9294
29	6	0.1283389382499669	90	0.1284445684158328	6320
29	7	0.1486787155744581	89	0.14878685112353993	6418
29	8	0.16961451344308776	100	0.16972538133613846	20553
29	9	0.19118805066352973	91	0.1913019101258315	7482
29	10	0.21344598422546135	92	0.21356313315758593	17654
29	11	0.23644076702664452	94	0.23656155008787305	14367
29	12	0.2602317082435668	90	0.2603565271594086	15017
29	13	0.28488629853632097	93	0.28501562540545905	12459
29	14	0.3104818863351001	92	0.3106162810449309	18407
29	15	0.33710782700870434	113	0.33724796037691757	28373
29	16	0.3648682804551203	184	0.36501496550669166	42854
29	17	0.3938859159735162	92	0.394040151028438	23164
29	18	0.4243069162365407	95	0.4244699455662866	23073
